"Table A2P - Number of households owed a prevention duty by reason for loss, or threat of loss, of last settled homeEngland, April to June 2022",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
E06000016,Leicester,,,301,,149,,11,3,3,1,8,,0,99,4,0,0,20,,2,91,8,14,8,,4,1,0,3,,4,0,0,4,,3,6,12
E07000063,Lewes,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E09000023,Lewisham,,,407,,140,,2,0,6,5,12,,1,82,1,0,0,31,,20,146,11,25,4,,13,7,1,5,,3,0,1,2,,6,1,38
E07000194,Lichfield,,,24,,13,,0,1,0,0,1,,0,8,0,0,0,3,,1,3,2,4,0,,0,0,0,0,,1,1,0,0,,0,0,0
E07000138,Lincoln,,,61,,25,,2,0,0,1,1,,0,16,0,1,0,4,,2,5,2,3,0,,2,1,1,0,,8,0,2,6,,14,0,0
E08000012,Liverpool,,,84,,72,,1,0,0,0,4,,2,57,1,0,1,6,,1,3,1,2,2,,2,0,1,1,,1,0,1,0,,0,0,0
E06000032,Luton,,,222,,75,,3,1,2,2,7,,1,44,0,1,0,14,,20,41,9,12,5,,3,3,0,0,,39,27,2,10,,4,1,13
E07000110,Maidstone,,,152,,31,,1,1,2,0,3,,0,17,0,0,1,6,,13,36,8,15,5,,34,26,2,6,,5,0,0,5,,2,0,3
E07000074,Maldon,,,29,,8,,0,0,0,0,1,,0,1,0,0,0,6,,1,6,1,3,0,,1,1,0,0,,0,0,0,0,,0,0,9
E07000235,Malvern Hills,,,11,,4,,0,0,0,0,0,,0,4,0,0,0,0,,0,3,1,1,0,,0,0,0,0,,0,0,0,0,,0,0,2
E08000003,Manchester,,,610,,285,,7,2,5,4,11,,2,200,9,1,9,35,,10,165,25,39,8,,17,7,3,7,,8,1,3,4,,7,19,27
E07000174,Mansfield,,,53,,33,,1,0,0,0,0,,1,29,0,1,0,1,,0,9,4,6,0,,0,0,0,0,,0,0,0,0,,0,0,1
E06000035,Medway Towns,,,267,,120,,7,1,2,2,19,,0,73,0,0,0,16,,12,42,4,19,4,,37,34,1,2,,3,2,0,1,,4,0,22
E07000133,Melton,,,28,,9,,2,0,1,0,0,,0,5,0,0,0,1,,1,6,2,3,1,,4,3,0,1,,0,0,0,0,,1,0,1
E07000187,Mendip,,,78,,36,,1,0,3,0,2,,0,23,1,0,0,6,,10,14,3,8,0,,3,1,0,2,,0,0,0,0,,1,0,3
E09000024,Merton,,,106,,48,,0,1,0,0,3,,0,32,1,0,0,11,,7,36,2,2,0,,1,0,0,1,,2,0,0,2,,0,5,3
E07000042,Mid Devon,,,57,,19,,1,0,0,0,0,,0,18,0,0,0,0,,4,13,5,7,0,,2,1,0,1,,0,0,0,0,,1,0,6
E07000203,Mid Suffolk,,,60,,23,,1,0,0,0,1,,0,16,0,0,0,5,,4,8,4,9,2,,9,6,2,1,,0,0,0,0,,0,0,1
E07000228,Mid Sussex,,,51,,25,,2,0,0,0,0,,1,18,0,0,0,4,,0,13,1,3,0,,5,4,0,1,,3,1,2,0,,0,0,1
E06000002,Middlesbrough,,,172,,44,,2,0,0,2,3,,2,20,0,1,0,14,,6,33,9,35,11,,3,2,0,1,,5,0,3,2,,4,9,13
E06000042,Milton Keynes,,,247,,97,,2,0,2,3,9,,1,64,1,0,0,15,,21,63,12,10,4,,8,3,1,4,,9,1,4,4,,5,0,18
E07000210,Mole Valley,,,47,,22,,0,0,1,0,2,,0,14,0,0,0,5,,1,6,4,5,1,,1,1,0,0,,5,1,3,1,,1,0,1
E07000091,New Forest,,,80,,27,,2,0,1,0,5,,0,10,1,0,0,8,,3,22,6,7,0,,1,0,0,1,,4,0,0,4,,1,0,9
E07000175,Newark & Sherwood,,,23,,14,,2,0,0,0,2,,2,8,0,0,0,0,,0,4,3,0,0,,0,0,0,0,,0,0,0,0,,1,0,1
E08000021,Newcastle on Tyne,,,475,,140,,20,0,0,0,4,,1,94,2,2,2,15,,9,150,36,27,25,,19,9,2,8,,10,2,5,3,,6,30,23
E07000195,Newcastle under Lyme,,,53,,20,,0,0,0,0,2,,0,16,0,0,0,2,,2,14,6,2,2,,0,0,0,0,,3,0,0,3,,0,0,4
E09000025,Newham,,,205,,70,,4,0,0,0,4,,0,10,0,0,0,52,,3,80,6,9,4,,6,0,0,6,,4,0,0,4,,0,7,16
E07000043,North Devon,,,167,,61,,8,2,1,1,1,,3,33,0,0,0,12,,23,33,11,9,1,,2,1,0,1,,12,0,6,6,,1,0,14
E07000038,North East Derbyshire,,,43,,20,,4,0,0,0,1,,0,14,0,0,0,1,,1,15,3,1,0,,1,1,0,0,,0,0,0,0,,0,0,2
E06000012,North East Lincolnshire,,,173,,76,,3,1,1,1,7,,1,51,0,0,0,11,,2,36,11,18,2,,11,5,1,5,,9,1,3,5,,2,1,5
E07000099,North Hertfordshire,,,59,,20,,1,0,0,0,0,,0,16,0,0,0,3,,7,11,1,3,0,,13,11,1,1,,1,0,1,0,,1,0,2
E07000139,North Kesteven,,,41,,20,,1,0,0,0,2,,0,17,0,0,0,0,,0,4,1,3,0,,11,8,0,3,,0,0,0,0,,0,0,2
E06000013,North Lincolnshire,,,159,,55,,1,0,0,0,1,,0,48,0,0,1,4,,8,31,15,31,5,,3,2,1,0,,1,1,0,0,,1,0,9
E07000147,North Norfolk,,,50,,25,,1,1,2,0,1,,0,18,0,0,0,2,,2,10,1,1,1,,6,6,0,0,,3,0,1,2,,1,0,0
E06000061,North Northamptonshire,,,167,,74,,10,0,3,0,5,,0,49,0,0,0,7,,6,31,5,9,2,,28,25,1,2,,4,0,2,2,,4,0,4
E06000024,North Somerset,,,125,,55,,2,0,0,1,1,,1,45,0,1,2,2,,5,36,6,8,4,,3,0,1,2,,2,1,1,0,,2,0,4
E08000022,North Tyneside,,,120,,39,,3,0,0,0,2,,3,27,1,1,1,1,,8,31,14,8,0,,8,7,1,0,,3,0,0,3,,4,2,3
E07000218,North Warwickshire,,,37,,13,,2,0,0,0,0,,1,10,0,0,0,0,,0,10,3,6,0,,0,0,0,0,,1,0,0,1,,0,0,4
E07000134,North West Leicestershire,,,31,,18,,2,0,0,0,0,,0,11,0,0,0,5,,0,5,2,3,0,,3,2,0,1,,0,0,0,0,,0,0,0
E06000057,Northumberland,,,108,,54,,2,0,0,0,2,,2,42,0,2,1,3,,4,15,12,12,4,,3,0,2,1,,1,0,1,0,,0,0,3
E07000148,Norwich,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E06000018,Nottingham,,,271,,148,,13,2,2,1,3,,0,58,0,4,2,63,,1,37,9,26,5,,14,8,2,4,,6,1,3,2,,4,14,7
E07000219,Nuneaton & Bedworth,,,77,,35,,0,0,0,0,1,,0,30,1,1,0,2,,1,17,1,13,3,,3,0,2,1,,1,0,0,1,,1,0,2
E07000135,Oadby & Wigston,,,27,,7,,0,0,1,0,0,,0,5,0,0,0,1,,0,10,1,2,1,,0,0,0,0,,0,0,0,0,,0,0,6
E08000004,Oldham,,,149,,52,,6,1,2,1,1,,0,31,0,1,0,9,,6,39,9,10,3,,21,16,1,4,,2,0,1,1,,2,0,5
E07000178,Oxford,,,40,,20,,2,0,1,0,0,,0,16,0,0,1,0,,4,9,0,0,0,,1,0,0,1,,1,0,1,0,,1,2,2
E07000122,Pendle,,,65,,24,,1,0,0,0,0,,2,18,1,0,0,2,,5,15,5,0,1,,1,0,0,1,,2,0,1,1,,4,0,8
E06000031,Peterborough,,,241,,74,,7,0,0,0,3,,3,45,1,0,2,13,,1,94,9,17,5,,11,4,0,7,,7,1,1,5,,11,1,11
E06000026,Plymouth,,,119,,82,,1,1,0,0,5,,0,50,4,1,0,20,,4,16,4,3,0,,5,3,1,1,,0,0,0,0,,2,0,3
E06000044,Portsmouth,,,99,,37,,0,0,0,2,1,,6,24,0,0,1,3,,7,25,6,8,1,,2,0,0,2,,0,0,0,0,,3,1,9
E07000123,Preston,,,55,,24,,1,0,1,1,0,,1,16,1,0,0,3,,0,12,2,4,2,,2,0,0,2,,3,2,0,1,,2,1,3
E06000038,Reading,,,58,,27,,3,0,0,0,1,,2,14,0,0,0,7,,3,13,0,2,0,,3,2,0,1,,5,0,0,5,,1,1,3
E09000026,Redbridge,,,65,,43,,1,0,3,0,0,,0,32,2,1,0,4,,0,15,0,1,0,,2,0,1,1,,0,0,0,0,,0,0,4
E06000003,Redcar & Cleveland,,,52,,32,,4,0,0,0,2,,0,24,0,0,0,2,,0,8,2,4,0,,1,0,1,0,,0,0,0,0,,0,3,2
E07000236,Redditch,,,42,,22,,0,0,0,0,0,,0,10,2,0,0,10,,3,10,0,1,1,,0,0,0,0,,1,0,0,1,,1,0,3
E07000211,Reigate & Banstead,,,68,,35,,1,1,0,2,4,,0,25,0,0,1,1,,1,19,1,6,0,,4,4,0,0,,0,0,0,0,,0,1,1
E07000124,Ribble Valley,,,7,,6,,0,0,0,0,1,,1,2,0,0,0,2,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,1
E09000027,Richmond upon Thames,,,35,,19,,0,0,0,0,0,,0,17,1,0,0,1,,3,8,0,1,0,,0,0,0,0,,1,0,0,1,,0,0,3
E07000166,Richmondshire,,,31,,17,,0,0,0,0,0,,0,16,0,0,0,1,,1,3,3,3,0,,1,0,0,1,,0,0,0,0,,0,0,3
E08000005,Rochdale,,,256,,80,,4,0,1,0,1,,0,63,2,0,0,9,,11,88,5,29,0,,2,0,1,1,,17,0,3,14,,7,8,9
E07000075,Rochford,,,43,,18,,0,0,0,0,1,,0,14,1,0,1,1,,1,13,1,4,1,,1,1,0,0,,2,0,0,2,,0,0,2
E07000125,Rossendale,,,154,,36,,1,0,0,1,3,,1,24,2,1,0,3,,5,26,18,13,0,,38,35,0,3,,4,0,2,2,,3,2,9
E07000064,Rother,,,56,,33,,0,1,0,0,1,,0,21,1,0,0,9,,2,12,6,1,0,,0,0,0,0,,1,0,0,1,,0,0,1
E08000018,Rotherham,,,98,,43,,2,1,1,0,1,,0,34,0,0,2,2,,4,19,5,7,0,,7,0,0,7,,6,2,3,1,,3,1,3
E07000220,Rugby,,,..,,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,,..,..,..,..,,..,..,..
E07000212,Runnymede,,,25,,9,,0,0,0,0,0,,0,8,0,0,0,1,,2,4,0,3,0,,0,0,0,0,,0,0,0,0,,2,0,5
E07000176,Rushcliffe,,,41,,29,,0,0,1,0,1,,0,23,0,1,0,3,,0,6,1,5,0,,0,0,0,0,,0,0,0,0,,0,0,0
E07000092,Rushmoor,,,96,,44,,3,1,1,1,6,,2,26,1,0,1,2,,3,21,6,4,1,,3,1,0,2,,5,2,1,2,,3,0,6
E06000017,Rutland,,,19,,9,,0,0,0,0,1,,0,8,0,0,0,0,,1,2,3,0,0,,2,2,0,0,,0,0,0,0,,0,0,2
E07000167,Ryedale,,,25,,11,,0,0,1,0,1,,0,9,0,0,0,0,,3,3,1,0,0,,3,3,0,0,,3,0,1,2,,1,0,0
E08000006,Salford,,,221,,79,,4,1,0,0,6,,3,58,1,0,0,6,,6,31,8,3,4,,66,63,2,1,,8,0,2,6,,3,2,11
E08000028,Sandwell,,,77,,26,,7,0,0,0,3,,0,10,0,0,0,6,,5,24,7,3,0,,1,1,0,0,,5,1,3,1,,3,2,1
E07000168,Scarborough,,,97,,59,,4,0,0,1,2,,1,47,0,0,1,3,,3,19,3,3,1,,2,2,0,0,,3,0,2,1,,1,0,3
E07000188,Sedgemoor,,,52,,39,,5,0,0,0,0,,0,29,0,0,0,5,,0,9,2,1,0,,1,1,0,0,,0,0,0,0,,0,0,0
E08000014,Sefton,,,98,,42,,3,1,1,1,1,,0,25,5,0,0,5,,3,24,4,4,2,,0,0,0,0,,5,1,0,4,,3,2,9
E07000169,Selby,,,28,,16,,1,0,0,0,0,,2,12,0,0,0,1,,0,5,3,0,0,,1,1,0,0,,0,0,0,0,,1,0,2
E07000111,Sevenoaks,,,46,,15,,0,0,1,0,2,,1,10,1,0,0,0,,3,18,1,5,0,,0,0,0,0,,1,0,1,0,,0,0,3
E08000019,Sheffield,,,243,,65,,5,1,0,0,1,,0,32,0,0,1,25,,7,85,5,17,13,,10,2,0,8,,8,1,3,4,,13,6,14
E06000051,Shropshire,,,81,,41,,1,0,3,0,1,,0,34,0,0,0,2,,0,16,3,7,3,,6,4,1,1,,0,0,0,0,,0,0,5
E06000039,Slough,,,87,,37,,0,0,0,1,0,,0,20,0,0,0,16,,0,30,1,3,2,,0,0,0,0,,2,0,0,2,,3,1,8
E08000029,Solihull,,,113,,30,,1,0,0,1,4,,0,18,1,0,0,5,,4,35,7,10,12,,1,0,0,1,,3,1,0,2,,2,1,8
E07000246,Somerset West and Taunton,,,57,,33,,4,0,0,0,1,,1,21,1,0,0,5,,1,15,2,0,2,,2,1,0,1,,1,0,0,1,,0,0,1
E07000012,South Cambridgeshire,,,51,,14,,2,0,0,0,0,,0,11,0,0,0,1,,4,9,4,6,0,,5,3,0,2,,2,0,1,1,,0,0,7
E07000039,South Derbyshire,,,52,,5,,0,0,0,0,0,,0,4,0,0,0,1,,1,3,4,1,0,,0,0,0,0,,0,0,0,0,,0,0,38
E06000025,South Gloucestershire,,,109,,41,,1,0,1,0,2,,0,30,0,0,1,6,,5,29,11,9,0,,7,5,0,2,,4,1,3,0,,0,0,3
E07000044,South Hams,,,77,,31,,11,1,1,0,1,,0,11,0,0,0,6,,2,15,6,6,0,,7,3,0,4,,0,0,0,0,,0,0,10
E07000140,South Holland,,,21,,5,,2,1,0,0,0,,0,1,0,0,0,1,,1,4,2,2,0,,1,0,0,1,,2,1,0,1,,2,0,2
E07000141,South Kesteven,,,30,,18,,0,0,0,0,0,,0,12,1,0,0,5,,2,1,2,2,1,,2,1,1,0,,0,0,0,0,,1,0,1
E07000031,South Lakeland,,,104,,39,,3,0,1,0,23,,2,8,0,0,0,2,,3,1,3,0,0,,53,53,0,0,,2,0,0,2,,0,0,3
E07000149,South Norfolk,,,34,,17,,0,0,1,0,0,,0,14,0,0,0,2,,4,4,6,0,0,,0,0,0,0,,1,0,0,1,,0,0,2
E07000179,South Oxfordshire,,,71,,24,,1,0,0,0,3,,1,18,0,1,0,0,,6,16,7,5,0,,6,6,0,0,,4,0,0,4,,1,0,2
E07000126,South Ribble,,,74,,22,,1,0,4,0,2,,0,15,0,0,0,0,,3,26,8,8,0,,1,0,0,1,,1,0,0,1,,0,1,4
E07000189,South Somerset,,,48,,31,,1,0,0,0,2,,1,23,0,0,0,4,,3,12,0,2,0,,0,0,0,0,,0,0,0,0,,0,0,0
E07000196,South Staffordshire,,,14,,7,,0,0,0,0,0,,0,7,0,0,0,0,,0,2,2,2,0,,0,0,0,0,,0,0,0,0,,0,0,1
E08000023,South Tyneside,,,113,,36,,2,0,0,0,1,,0,29,0,0,0,4,,6,15,8,19,1,,8,4,2,2,,3,0,1,2,,2,7,8
E06000045,Southampton,,,272,,92,,16,0,6,2,3,,1,44,2,1,3,14,,1,77,11,16,2,,12,9,2,1,,20,1,9,10,,17,4,20
E06000033,Southend-on-Sea,,,111,,45,,1,0,0,0,5,,4,24,4,0,1,6,,10,32,7,5,1,,5,1,1,3,,1,0,0,1,,0,0,5
E09000028,Southwark,,,424,,116,,6,4,2,1,4,,15,44,1,3,0,36,,28,34,15,2,1,,189,169,0,20,,0,0,0,0,,0,0,39
E07000213,Spelthorne,,,60,,34,,1,0,0,0,3,,0,25,0,0,0,5,,3,9,3,5,1,,4,2,0,2,,0,0,0,0,,1,0,0
E07000240,St Albans,,,38,,11,,0,1,0,0,1,,0,7,0,0,0,2,,1,12,1,9,0,,0,0,0,0,,2,0,0,2,,1,0,1
E08000013,St Helens,,,170,,68,,2,0,3,1,0,,1,56,1,0,0,4,,0,69,3,3,0,,11,11,0,0,,1,0,0,1,,5,3,7
E07000197,Stafford,,,4,,3,,0,0,0,0,1,,1,1,0,0,0,0,,0,1,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0
E07000198,Staffordshire Moorlands,,,29,,8,,0,0,1,0,0,,0,6,1,0,0,0,,5,5,2,6,0,,1,1,0,0,,0,0,0,0,,2,0,0
E07000243,Stevenage,,,86,,39,,2,0,1,0,4,,1,25,2,0,1,3,,4,24,5,3,2,,3,2,0,1,,4,1,0,3,,1,0,1
E08000007,Stockport,,,212,,58,,2,0,2,0,4,,0,47,0,0,0,3,,13,99,11,6,1,,4,2,0,2,,2,0,1,1,,8,0,10
E06000004,Stockton-on-Tees,,,487,,132,,12,0,6,3,9,,0,47,1,2,0,52,,7,154,43,45,24,,28,16,0,12,,12,0,4,8,,14,9,19
E06000021,Stoke-on-Trent,,,164,,52,,2,1,1,0,3,,2,38,0,0,0,5,,2,42,5,20,4,,1,1,0,0,,24,1,2,21,,0,5,9
E07000221,Stratford-on-Avon,,,52,,23,,0,0,1,0,2,,0,17,0,0,0,3,,3,10,2,1,3,,9,7,2,0,,0,0,0,0,,0,0,1
E07000082,Stroud,,,39,,26,,0,0,0,0,1,,0,21,0,0,0,4,,3,8,0,0,0,,0,0,0,0,,1,0,0,1,,1,0,0
E08000024,Sunderland,,,127,,33,,2,1,3,0,2,,1,16,1,2,0,5,,8,32,7,4,9,,4,1,1,2,,3,0,2,1,,16,3,8
E07000214,Surrey Heath,,,13,,6,,0,0,0,0,0,,0,6,0,0,0,0,,1,1,0,0,0,,2,0,2,0,,0,0,0,0,,0,0,3
E09000029,Sutton,,,77,,42,,1,1,0,0,0,,2,32,0,0,1,5,,5,12,3,2,2,,1,0,1,0,,1,0,0,1,,0,0,9
E07000113,Swale,,,88,,44,,3,0,7,4,5,,1,20,0,0,0,4,,2,19,7,5,1,,7,6,0,1,,2,0,1,1,,0,0,1
E06000030,Swindon,,,137,,71,,1,1,2,0,1,,0,47,0,0,0,19,,2,18,2,4,2,,4,2,0,2,,3,0,0,3,,15,1,15
E08000008,Tameside,,,124,,63,,0,0,1,0,5,,1,55,0,0,1,0,,7,11,4,2,2,,0,0,0,0,,2,0,2,0,,22,5,6
E07000199,Tamworth,,,26,,10,,0,0,0,0,0,,0,10,0,0,0,0,,0,6,3,1,0,,1,1,0,0,,3,1,0,2,,2,0,0
E07000215,Tandridge,,,36,,14,,1,0,0,0,0,,0,11,0,0,0,2,,0,12,1,5,1,,1,0,0,1,,1,0,0,1,,1,0,0
E07000045,Teignbridge,,,170,,57,,5,0,4,1,1,,5,38,0,0,0,3,,8,28,7,6,1,,16,14,1,1,,6,0,1,5,,1,0,40
E06000020,Telford & Wrekin,,,118,,61,,2,1,0,1,1,,1,44,1,0,0,10,,3,22,4,8,4,,2,0,1,1,,5,1,1,3,,0,0,9
E07000076,Tendring,,,83,,55,,10,0,1,3,3,,1,34,0,0,0,3,,1,11,1,7,3,,1,0,0,1,,1,0,0,1,,0,0,3
E07000093,Test Valley,,,45,,18,,2,0,0,0,2,,0,13,0,0,0,1,,4,8,8,0,0,,4,1,0,3,,0,0,0,0,,0,0,3
E07000083,Tewkesbury,,,55,,27,,0,0,0,0,0,,0,26,0,0,0,1,,2,17,4,2,2,,0,0,0,0,,0,0,0,0,,1,0,0
E07000114,Thanet,,,134,,92,,8,2,1,4,3,,0,63,2,0,0,9,,4,16,2,6,0,,10,10,0,0,,1,0,0,1,,0,0,3
E07000102,Three Rivers,,,59,,24,,2,0,1,0,2,,0,17,0,0,0,2,,1,24,2,1,0,,5,5,0,0,,1,0,0,1,,0,0,1
E06000034,Thurrock,,,90,,29,,6,0,1,0,0,,0,19,0,0,0,3,,8,32,6,1,2,,0,0,0,0,,1,1,0,0,,2,0,9
E07000115,Tonbridge & Malling,,,38,,10,,0,0,0,0,0,,0,6,0,0,0,4,,4,6,2,1,1,,9,9,0,0,,3,1,1,1,,1,0,1
E06000027,Torbay,,,76,,53,,3,0,0,0,4,,0,36,0,0,0,10,,5,10,0,2,0,,3,2,1,0,,0,0,0,0,,0,0,3
E07000046,Torridge,,,55,,32,,2,0,0,0,2,,1,25,0,0,0,2,,2,9,6,2,1,,1,1,0,0,,2,0,0,2,,0,0,0
E09000030,Tower Hamlets,,,212,,56,,4,0,1,2,1,,2,32,2,2,1,9,,5,70,4,13,7,,41,38,1,2,,3,0,1,2,,2,6,5
E08000009,Trafford,,,121,,48,,1,0,0,0,0,,0,44,0,0,0,3,,2,27,2,5,2,,9,8,1,0,,4,2,2,0,,13,3,6
E07000116,Tunbridge Wells,,,80,,28,,1,0,2,0,0,,2,18,1,0,0,4,,5,24,6,3,0,,8,7,0,1,,2,0,2,0,,1,0,3
E07000077,Uttlesford,,,11,,5,,0,0,0,0,0,,0,4,0,0,0,1,,0,1,0,1,0,,2,0,1,1,,1,0,0,1,,0,0,1
E07000180,Vale of White Horse,,,72,,22,,1,0,1,0,3,,0,15,0,0,0,2,,6,15,7,13,1,,0,0,0,0,,2,0,1,1,,1,0,5
E08000036,Wakefield,,,263,,112,,23,0,1,1,1,,3,59,0,2,11,11,,5,60,21,17,6,,15,8,2,5,,11,1,6,4,,5,1,10
E08000030,Walsall,,,81,,29,,0,0,2,0,0,,0,24,0,0,0,3,,3,15,1,8,0,,2,1,0,1,,3,0,0,3,,1,4,15
E09000031,Waltham Forest,,,137,,49,,1,1,1,1,2,,0,32,2,0,0,9,,5,48,1,6,1,,2,1,0,1,,1,0,0,1,,0,3,21
E09000032,Wandsworth,,,59,,25,,2,0,0,0,1,,0,15,2,1,0,4,,6,13,1,0,1,,1,1,0,0,,0,0,0,0,,1,0,11
E06000007,Warrington,,,205,,45,,2,0,0,0,0,,0,39,0,0,0,4,,13,47,14,52,3,,3,3,0,0,,10,3,3,4,,9,0,9
E07000222,Warwick,,,23,,7,,0,0,0,0,0,,0,6,0,0,0,1,,2,3,1,6,0,,1,1,0,0,,1,0,0,1,,0,0,2
E07000103,Watford,,,26,,16,,0,0,0,0,0,,0,13,0,0,0,3,,0,7,0,2,0,,0,0,0,0,,0,0,0,0,,0,0,1
E07000216,Waverley,,,27,,9,,3,0,0,0,0,,0,4,0,0,0,2,,5,6,0,3,0,,1,1,0,0,,0,0,0,0,,0,0,3
E07000065,Wealden,,,61,,24,,1,0,0,0,3,,0,17,0,0,0,3,,6,11,9,3,2,,2,1,0,1,,0,0,0,0,,0,0,4
E07000241,Welwyn Hatfield,,,149,,22,,1,0,0,0,2,,0,12,1,1,0,5,,8,46,10,10,7,,6,5,0,1,,12,2,3,7,,5,1,22
E06000037,West Berkshire,,,29,,13,,0,0,0,0,2,,0,10,0,0,0,1,,1,1,3,8,0,,1,1,0,0,,1,0,0,1,,0,0,1
E07000047,West Devon,,,36,,21,,7,0,0,0,4,,0,5,0,0,0,5,,0,2,2,2,0,,3,2,0,1,,0,0,0,0,,0,0,6
E07000127,West Lancashire,,,21,,16,,0,0,1,0,1,,1,12,0,0,0,1,,0,3,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,1
E07000142,West Lindsey,,,84,,27,,1,0,1,1,1,,1,20,0,1,0,1,,1,18,9,8,4,,5,4,0,1,,3,1,1,1,,3,0,6
E06000062,West Northamptonshire,,,241,,90,,12,1,0,0,6,,1,58,2,0,0,10,,8,44,9,9,5,,18,17,0,1,,15,3,5,7,,31,0,12
E07000181,West Oxfordshire,,,36,,15,,1,0,0,0,0,,0,12,0,0,0,2,,3,10,3,0,0,,3,3,0,0,,0,0,0,0,,0,0,2
E07000245,West Suffolk,,,49,,24,,0,0,0,0,2,,0,16,0,0,0,6,,2,6,2,4,0,,4,4,0,0,,1,1,0,0,,1,0,5
E09000033,Westminster,,,80,,73,,2,0,0,1,0,,1,64,0,0,0,5,,1,3,1,0,0,,0,0,0,0,,0,0,0,0,,0,0,2
E08000010,Wigan,,,237,,116,,4,1,3,2,8,,4,84,3,0,0,7,,29,29,14,24,1,,4,3,0,1,,6,1,3,2,,0,7,7
E06000054,Wiltshire,,,214,,100,,1,0,0,1,4,,4,71,1,0,0,18,,13,49,9,7,0,,13,6,2,5,,6,1,3,2,,3,0,14
E07000094,Winchester,,,48,,22,,1,0,0,1,0,,0,17,0,0,0,3,,5,11,1,4,0,,1,1,0,0,,1,1,0,0,,0,0,3
E06000040,Windsor & Maidenhead,,,36,,12,,0,1,2,0,0,,0,6,0,0,0,3,,3,15,2,1,0,,0,0,0,0,,0,0,0,0,,0,0,3
E08000015,Wirral,,,126,,54,,1,0,0,0,8,,2,43,0,0,0,0,,17,22,8,1,2,,3,0,1,2,,1,0,1,0,,4,0,14
E07000217,Woking,,,49,,11,,0,1,0,0,1,,0,7,0,0,0,2,,2,7,3,1,1,,0,0,0,0,,2,0,1,1,,0,0,22
E06000041,Wokingham,,,41,,16,,0,0,0,0,1,,0,12,0,0,1,2,,3,13,0,4,1,,1,0,0,1,,1,0,0,1,,1,0,1
E08000031,Wolverhampton,,,157,,70,,3,3,2,1,5,,0,53,1,0,0,2,,1,39,15,4,3,,15,15,0,0,,2,0,0,2,,1,5,2
E07000237,Worcester,,,118,,40,,0,1,0,0,1,,0,32,0,0,0,6,,5,29,7,22,1,,2,2,0,0,,7,0,5,2,,2,0,3
E07000229,Worthing,,,57,,39,,4,0,1,0,4,,2,24,1,0,0,3,,2,6,1,1,1,,3,1,0,2,,4,3,1,0,,0,0,0
E07000238,Wychavon,,,31,,17,,0,0,0,1,0,,1,15,0,0,0,0,,3,5,3,2,0,,0,0,0,0,,0,0,0,0,,0,0,1
E07000128,Wyre,,,94,,40,,3,0,3,0,2,,0,28,1,0,0,3,,7,22,2,9,0,,0,0,0,0,,0,0,0,0,,6,1,7
E07000239,Wyre Forest,,,23,,11,,0,0,0,0,0,,0,9,0,0,0,2,,0,4,4,1,2,,0,0,0,0,,0,0,0,0,,0,0,1
E06000014,York,,,140,,57,,1,0,0,0,2,,0,41,0,0,1,12,,7,46,8,2,2,,0,0,0,0,,3,0,2,1,,3,0,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"The outcome of the assessment whether the applicant is homeless or threatened with homelessness and what, if any, duty is owed to them by the local authority.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Includes rent arrears due to change in personal circumstances, increase in rent, reduction in employment income, changes in benefit entitlement, tenant difficulty budgeting or tenant making other payment(s)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"Includes tenant abandoned property, other or not known.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"Includes no longer eligible for supported housing, other or not known.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"Includes fire / flood / other emergency, left HM forces, mortgage repossession, property disrepair, other or not known.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
